Accession	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources
sp|Q08580|PEX27_YEAST	15	763784.501	712471.0747	758327.9453	649120.3979	528361.8611	606289.9922	1111983.473	999818.8521	1126178.042
sp|Q08581|SLK19_YEAST	29	2199950.704	2163982.294	2585091.486	2439346.265	2641887.539	2482215.247	1306977.459	1138058.653	1129601.085
sp|Q08601|MCA1_YEAST	18	879330.0237	808495.9901	904356.6641	698672.3694	699824.9839	665527.7754	1232628.765	1102393.954	1211321.027
sp|Q08622|GEP3_YEAST	17	542575.8684	513053.2979	564548.3064	707716.6194	615764.4314	716870.0054	881385.5425	708206.1841	844837.0186
sp|Q08634|YO238_YEAST	23	1033202.762	939223.0332	1015540.664	714838.7214	663765.5142	698932.1042	782023.0884	662298.0322	751794.4036
sp|Q08641|AB140_YEAST	44	8351443.403	7741417.897	9200758.388	8554445.959	9006807.152	8795451.884	7859973.034	6777612.374	7263472.414
sp|Q08645|FOLE_YEAST	44	6935481.28	6513530.051	7743279.688	10417555	11212416.25	10895229.76	5423983.936	4480693.847	4675537.716
sp|Q08647|PUS7_YEAST	52	4563447.105	4620130.707	5241957.454	7176161.731	7595108.877	7364216.049	5952629.801	5148626.127	5427997.302
sp|Q08649|ESA1_YEAST	13	881371.6292	851751.936	961772.8853	645916.4087	780521.8911	660618.9199	739550.0044	627742.1875	689072.2461
sp|Q08650|DGAT2_YEAST	18	2392079.052	1995854.809	2271928.893	1443419.552	1294587.442	1382066.007	2764708.766	2396763.491	3041363.227
sp|Q08651|ENV9_YEAST	12	1284362.602	1103883.253	1236862.146	1279923.691	1082809.379	1182972.332	1129284.952	1001380.906	1150770.354
sp|Q08683|APC5_YEAST	18	1420530.17	1221371.998	1364446.729	1338315.452	1156295.6	1240592.384	1157538.953	1035657.718	1140285.682
sp|Q08685|CLP1_YEAST	15	2730667.561	2418157.456	2801493.772	1979851.105	1925775.124	1861742.601	2588061.248	2153130.077	2530124.134
sp|Q08686|THTR_YEAST	16	2159014.371	1667271.194	2026267.277	2427779.348	2617536.558	2524366.733	2825508.92	2310413.845	2774947.088
sp|Q08687|TMA16_YEAST	14	1056305.107	1067818.359	1288354.982	1105467.806	1154849.33	1062056.621	1093014.93	929572.5266	1047151.16
sp|Q08689|NAT5_YEAST	4	145130.0449	128938.8394	157922.0474	208790.7373	259829.2559	221121.4531	192932.5229	157135.3845	185710.1348
sp|Q08723|RPN8_YEAST	43	5258714.048	4995979.701	6065446.649	5628899.461	5616803.728	5405460.411	5225472.863	4202444.036	4450548.785
sp|Q08726|GPN2_YEAST	17	1357331.453	1223514.377	1270047.371	989079.6627	907610.769	962520.3698	1207339.94	1131427.142	1221900.861
sp|Q08732|HRK1_YEAST	37	11047410.74	10226114.61	11078837.46	6975784.111	6575780.463	6331222.257	9201879.324	7537099.567	9201339.985
sp|Q08742|RDL2_YEAST	12	628151.4082	717476.4404	851173.0674	3469498.311	4084216.863	3993240.354	1804957.561	1476102.823	1409516.912
sp|Q08746|RRS1_YEAST	25	1642239.082	1599908.344	1614193.157	1105386.029	909391.8079	1022912.808	1321769.54	1306909.451	1364597.287
sp|Q08747|UAF30_YEAST	7	694145.8828	619677.623	748366.6621	532479.8672	471974.8633	496143.3398	663978.2754	541455.2695	605913.9648
sp|Q08748|YO296_YEAST	18	1052002.76	977702.5884	1030942.648	780665.8355	676664.9282	757722.7539	881984.1978	824746.2895	842281.1763
sp|Q08749|TIM18_YEAST	14	2930527.147	2347756.59	2586890.61	1592957.706	1473680.647	1591402.072	2923544.258	2572256.768	2889646.855
sp|Q08754|BUD7_YEAST	26	1561779.296	1394962.894	1507938.569	1307137.659	1210714.285	1205780.939	1625620.591	1299655.367	2936580.958
sp|Q08760|RAX1_YEAST	16	1912864.956	1766127.555	1971684.791	1417612.303	1337296.071	1324560.741	1827011.591	1526738.309	1677462.119
sp|Q08773|ISW2_YEAST	64	11851085.86	10461654.14	11855536.77	9565715.408	9345363.25	9126512.176	11652240.7	9707123.598	11660518.07
sp|Q08816|YO352_YEAST	33	2374199.485	1912099.642	2147380.393	1547269.081	1317284.631	1340967.83	2325707.535	1945049.164	2245787.586
sp|Q08817|SOG2_YEAST	23	2206130.188	2161844.116	2424618.432	2509288.169	2331084.568	2347561.479	2464851.867	2038891.405	2261785.905
sp|Q08818|MSC6_YEAST	29	3793341.879	3224050.304	3604841.772	4249115.809	4542631.165	4534324.924	3823560.92	3164061.48	3435253.279
sp|Q08822|ETFD_YEAST	50	9267170.606	8526068.729	9298850.383	7692206.68	7777696.388	7539172.403	14247003.81	11955588.68	14028859.06
sp|Q08826|SNX3_YEAST	22	7696504.221	6569101.76	7571611.027	5160985.986	4831255.859	5013871.102	4621212.271	4005345.471	4517232.389
sp|Q08831|VTS1_YEAST	4	193483.0293	175637.2539	210567.2734	235142.6816	273387.4629	256516.5742	216614.7695	174873.207	194727.7402
sp|Q08873|SCP1_YEAST	12	788579.5811	756762.6523	814163.5625	415684.229	365604.8145	360536.1233	561651.3647	532800.3955	569390.6924
sp|Q08886|GPB1_YEAST	24	1915717.247	1675415.215	1906078.24	1782942.717	1591667.161	1639273.67	1626669.697	1439995.205	1529765.778
sp|Q08904|RDR1_YEAST	5	422577.8008	406581.4639	432613.6426	359140.207	313116.8447	316743.8682	433460.7109	399078.3086	455220.5898
sp|Q08909|YO385_YEAST	11	952011.0439	833192.0117	916238.7454	842142.0176	1014948.446	816995.0645	788328.7988	686031.0754	760009.042
sp|Q08910|YO387_YEAST	4	170796.9033	208702.2988	232232.9932	691475.4063	604261.6758	539855.7207	279883.8906	286774.833	288555.8418
sp|Q08911|FDH1_YEAST	63	3161620.796	3282149.048	3744236.89	1386168.645	1889138.184	1680393.192	25615457.62	20469651.06	22296891.62
sp|Q08912|YO389_YEAST	19	1176428.772	1131883.485	1252313.692	616901.291	622371.2769	586336.2688	540053.9783	463143.4263	475438.5645
sp|Q08919|TRE1_YEAST	7	386434.417	352032.6748	377312.1309	186391.2354	169214.1113	183215.6646	325284.8555	290689.0737	316171.1943
sp|Q08920|NCBP2_YEAST	26	3814956.518	3641548.229	4087332.986	3171420.249	3088667.913	3016830.092	3678806.214	3137328.817	3525897.775
sp|Q08921|TCO89_YEAST	37	2265371.044	2450564.298	2633493.916	2342543.156	2196832.929	2250214.955	3645489.409	3086612.492	3229590.553
sp|Q08923|CTI6_YEAST	26	3374226.971	3218379.85	3621430.05	3014817.621	2968856.877	2983714.937	4597446.896	3930425.504	4142799.369
sp|Q08924|WDR6_YEAST	67	7432524.115	6485060.906	7518580.103	6843495.348	6021926.998	6289964.12	6389951.173	5554992.731	6031676.85
sp|Q08925|MRN1_YEAST	36	2568375.49	2534838.119	2792792.874	3221383.577	3270130.071	3386066.358	2111117.249	1892603.439	1914866.762
sp|Q08926|UIP4_YEAST	42	7173480.832	7999907.399	7554135.99	2772548.798	3087216.681	3318494.469	15251128.78	13183081.83	16143271.35
sp|Q08930|YP191_YEAST	9	402151.3945	357334.1998	388817.9824	290425.0051	230641.2227	248315.021	383679.2271	323091.897	385945.3087
sp|Q08932|RSA1_YEAST	13	588303.5379	549150.262	651354.5548	498938.1542	519937.3732	517977.9641	763395.1368	572939.2933	685203.658
sp|Q08949|DDC1_YEAST	5	116687.5999	128787.748	124941.0688	128493.4775	117957.2515	127100.2402	100227.7778	98328.27417	99206.71191
sp|Q08951|AP3D_YEAST	79	6525286.345	6016313.082	6723451.44	7662287.346	6947369.91	7315075.535	6018917.904	5133169.589	5561551.875
sp|Q08952|OXR1_YEAST	16	1161649.23	1116877.58	1225939.693	1088893.709	1237252.239	1153028.069	1776205.287	1534210.71	1626657.916
sp|Q08954|YP199_YEAST	20	8836332.556	8016039.421	8935290.985	8310238.545	8275264.215	7591200.553	7504630.842	6310328.367	7121263.7
sp|Q08959|PGC1_YEAST	43	10034141.46	7961496.331	9050382.067	6190719.587	5040731.325	5781047.061	7204031.154	6438938.737	8318298.217
sp|Q08960|TYW1_YEAST	48	13696274.48	11056770.66	13129624.11	4818440.074	4354995.24	4319037.753	12611949.85	10672098.47	12904952.9
sp|Q08961|RKM1_YEAST	28	3358696.513	2710448.519	3087734.582	3258332.078	3094342.869	3070644.428	2714881.082	2218704.835	2509005.446
sp|Q08962|NIP7_YEAST	12	2432127.51	2252716.146	2643536.801	3190688.443	3112116.383	3080574.447	3852988.078	3213150.633	3478031.059
sp|Q08963|RU2A_YEAST	9	94584.01587	87982.91479	110662.8359	390601.7412	469760.2578	424948.48	138058.4504	110846.6899	106143.4876
sp|Q08964|YP216_YEAST	2	483992.6309	354375.3281	408814.9512	144149.5127	131717.833	121204.29	234846.7461	199769.9141	242849.5859
sp|Q08965|BMS1_YEAST	62	4329820.935	4260611.481	4748258.665	5466452.686	5186492.899	5428573.045	4780183.925	4281792.04	4423058.997
sp|Q08966|PCL8_YEAST	12	912281.4238	916037.1973	983658.1978	1256518.285	1360802.815	1214225.878	1937354.535	1680945.403	1708959.18
sp|Q08967|FLC1_YEAST	18	682969.2312	627364.7467	664113.6926	241123.4015	227383.2225	234765.1293	453174.8038	437328.9935	455309.4838
sp|Q08968|FMP40_YEAST	34	5519662.073	4753878.969	5058964.437	3785792.128	3392875.345	3570661.576	8719481.518	7054646.776	8500095.11
sp|Q08969|GRE1_YEAST	66	955933.5894	1006976.325	1129110.905	343571.9082	680360.0302	785786.7446	23435874.46	18177449.21	21955685.62
sp|Q08970|MMT2_YEAST	19	1727551.543	1395194.906	1574576.811	1313527.67	1119262.347	1279258.014	2589474.524	2239673.483	2517769.594
sp|Q08971|YP225_YEAST	55	9171740.017	9015648.547	10290428.45	13504754.04	13992258.43	14596160.99	10130615	7967630.86	8343765.32
sp|Q08972|NEW1_YEAST	141	44653999.7	43077082.19	47069877.05	47966643.52	44305569.12	48914092.67	34736434.95	32197172.16	32210724.55
sp|Q08975|THI21_YEAST	4	33854.54565	30671.87305	41985.72095	304338.248	282629.6123	279747.9004	24887.05542	23509.58862	16604.64649
sp|Q08977|YP260_YEAST	83	13140340.51	12367897.36	13763025.78	14288796.8	14685850.34	14584714.5	15231654.02	13246005.8	14308472.3
sp|Q08979|KEL3_YEAST	26	3602818.798	3175331.622	3648751.173	4109862.02	3948970.721	4144972.365	2913830.119	2538923.036	2612351.505
sp|Q08980|YP264_YEAST	3	273080.457	238056.7593	242566.7764	146748.4214	118188.3286	134267.6792	204073.249	190737.5176	215855.9321
sp|Q08985|SAM4_YEAST	29	1928533.167	1896263.319	2385175.306	5523948.359	5869791.478	5813882.146	2222816.302	1818009.201	1560851.941
sp|Q08986|SAM3_YEAST	26	3665558.326	3078146.843	3254017.517	2360218.77	1804631.995	2160067.324	2087781.041	1900942.075	2218440.344
sp|Q08991|FEX2_YEAST	4	383957.1426	312048.1172	293428.082	282535.3301	217570.4209	293113.3535	250851.4404	229907.2334	261375.1162
sp|Q10740|LKHA4_YEAST	48	5753174.852	5051811.44	5737455.843	6463567.411	5907695.272	5997362.224	5963198.536	5088110.904	5673164.219
sp|Q12000|TMA46_YEAST	27	3493680.033	3238878.509	3596697.097	3132303.391	2850444.56	3046571.284	4948785.384	4250758.553	4877117.795
sp|Q12001|ALG6_YEAST	17	1967308.444	1676840.928	1941854.548	1115784.983	1008895.124	1013094.946	2441817.479	2122538.503	2688764.676
sp|Q12003|ENV7_YEAST	23	657380.0323	619708.1766	662126.5894	606088.8362	546407.4594	584374.8772	1279302.912	1140153.118	1300367.259
sp|Q12004|TFB4_YEAST	17	1995898.673	1718541.767	2079317.676	2255259.402	2086078.599	1968424.311	2228695.427	1853471.087	2170256.35
sp|Q12006|PFA4_YEAST	7	342620.2708	305054.6973	332073.8911	216645.0659	187013.2778	208065.0952	337252.8872	314079.3818	364798.3848
sp|Q12008|PMG2_YEAST	35	5768267.708	5052572.955	5932073.053	4245654.665	4134856.774	3977942.914	4503825.016	3782673.412	4031731.097
sp|Q12009|TRMB_YEAST	27	2255070.459	1950303.115	2280240.793	2964789.29	2838723.039	2920976.007	2258630.806	1909042.807	1985554.804
sp|Q12010|YPQ1_YEAST	15	778812.8909	673309.2767	712644.7803	464355.6177	391029.049	453068.0774	636131.7423	610155.0107	662908.6954
sp|Q12012|YO289_YEAST	34	7008471.686	6311994.034	7487383.958	7831275.648	8076125.144	7500914.591	12259556.66	10285477.56	9976637.293
sp|Q12013|AKR2_YEAST	16	679057.4202	545399.9438	775264.743	487077.8149	469361.1313	446735.3558	860117.9559	756822.7605	818061.7266
sp|Q12015|YO223_YEAST	10	1372274.724	1231035.2	1422392.868	771089.7607	701096.5332	711337.5195	1196406.845	1026322.123	1205651.058
sp|Q12016|VPS68_YEAST	10	44298.03815	38957.4126	41307.5755	28063.49542	26170.07611	26927.26251	46208.25696	41064.22351	43859.17078
sp|Q12017|PLP2_YEAST	29	5471587.983	5012990.667	5700825.491	4673240.77	4669247.615	4558999.253	3944387.368	3231386.496	3734661.076
sp|Q12018|CDC53_YEAST	76	11519552.79	9766407.942	11378930.57	12196806.45	11520954.14	11789924.75	12025775.26	10043664.75	11667256.69
sp|Q12019|MDN1_YEAST	319	24770277.35	21067134.3	24463516.99	30249293.45	27353110.19	28510699.08	24237979.09	21115110.74	23436164.45
sp|Q12020|SRL2_YEAST	4	157651.1758	151732.8457	169135.0605	368947.8086	360409.7461	391202.8555	265460.6992	244948.1211	227268.2188
sp|Q12021|RAD28_YEAST	4	76260.53418	80600.97559	91993.00098	86237.71484	81779.4834	79510.04981	102362.4443	102416.0703	88116.89258
sp|Q12024|YTM1_YEAST	18	1566005.74	1514919.631	1811205.948	3195784.37	3388295.151	3264820.172	1697923.307	1402777.649	1565736.595
sp|Q12025|YD056_YEAST	25	7255091.4	5797005.397	6696782.05	4202785.199	3473702.951	3849824.024	7353019.493	6302417.168	7585246.906
sp|Q12028|AP1G1_YEAST	48	4514729.106	4085082.938	4488302.911	4245191.384	4159166.845	4129205.826	4607127.776	3966044.416	4359220.94
sp|Q12029|FSF1_YEAST	39	15841284.27	12984607.95	14573489.59	15460681.55	14985589	15166406.02	16979765.22	14189403.67	16488051.14
sp|Q12030|TAF10_YEAST	11	3214152.672	3173899.898	3375048.848	3141345.87	3653341.028	3258724.938	2629029.534	2186937.199	2382305.451
sp|Q12031|ACEB_YEAST	14	617271.8674	653450.3081	792198.7439	4659309.73	4914297.494	4747469.41	4240634.661	3250233.694	3634527.617
sp|Q12032|AIM41_YEAST	47	15590505.11	18235053.23	21209008.33	22567625.16	24194373.37	21774093.74	43265677.69	35888240.32	37825585.08
sp|Q12033|PALA_YEAST	30	3932675.523	3759924.58	4362118.082	4094947.243	4119695.727	3994152.134	4763287.783	3968551.146	4085288.951
sp|Q12034|SLF1_YEAST	32	2794135.269	2491959.732	2788567.086	1902769.351	1761420.037	1738242.438	3039463.957	2721500.214	3070060.436
sp|Q12035|FCF2_YEAST	22	907502.1943	975202.793	1114322.627	904345.4875	1276290.555	906263.8567	748990.8669	622942.7424	646412.4445
sp|Q12036|PPT2_YEAST	2	142056.7002	125811.1526	154785.8145	73861.74487	65109.3252	63783.97241	293574.3916	226176.2783	315379.8752
sp|Q12038|SRO7_YEAST	44	2648417.814	2457725.143	2750408.558	2574615.097	2364222.718	2499605.494	2361974.836	2247555.467	2337587.095
sp|Q12039|HMI1_YEAST	10	624172.502	519033.2354	582131.9814	558518.4111	463818.1133	515822.3262	421908.2588	342177.1475	403332.3086
sp|Q12040|YO283_YEAST	35	7567477.08	7000891.723	8506745.501	4019630.053	3768099.818	3689824.479	4870253.177	4024308.515	4902502.016
sp|Q12041|MET32_YEAST	3	182391.1465	160190.6211	176156.3789	132165.7051	112245.4609	111823.4395	85786.22559	79216.60059	80502.9541
sp|Q12043|TGL5_YEAST	39	2881500.941	2610199.997	3010711.109	2457280.37	2163882.522	2317282.78	1824345.735	1648851.771	1762527.441
sp|Q12044|RCN2_YEAST	20	2499951.455	2435480.92	2744875.222	3580601.085	3618312.212	3557208.683	3930920.948	3112853.906	3537257.175
sp|Q12046|CWC2_YEAST	23	2723804.638	2509560.975	2922894.721	2017424.82	1818511.323	1861278.851	2157591.363	1849157.055	2044681.523
sp|Q12049|THP3_YEAST	21	2275532.833	1921942.58	2239483.329	1985982.574	1606343.24	1748864.903	1630235.121	1359256.542	1522789.223
sp|Q12050|ELG1_YEAST	9	499120.9521	523980.3223	572636.998	534978.0962	567633.6631	534618.2354	469552.8984	427828.23	423923.3921
sp|Q12051|GGPPS_YEAST	6	746792.4258	657093.4492	863938.2578	902087.8438	903427.1055	848183.6523	1005035.859	929017.9883	1096790.324
sp|Q12052|TGS1_YEAST	8	908923.2163	768215.5552	873354.624	738367.9087	651482.8779	702775.4365	1016993.607	839227.3145	989537.8262
sp|Q12055|KAD6_YEAST	22	2435289.017	1930958.102	2616821.626	1730576.417	1608812.118	1471587.906	1703733.197	1471001.254	1719598.62
sp|Q12057|PIN2_YEAST	26	1788775.425	1534849.86	1649359.336	694995.2444	708860.39	688172.8737	1288976.004	1164258.306	1452358.048
sp|Q12059|ULA1_YEAST	14	1388174.605	1093591.638	1294254.887	1083806.1	931053.4016	1025202.21	1479969.779	1247561.474	1400007.386
sp|Q12060|HFI1_YEAST	13	534537.0322	482737.0298	536086.3157	448570.4241	422654.239	429745.6433	579113.4729	491145.4827	565873.7373
sp|Q12063|UPPS_YEAST	36	8609435.785	7342371.484	8687071.29	6625710.287	5945417.085	6197207.172	9166822.481	7618310.937	8792825.273
sp|Q12066|NUR1_YEAST	27	1995595.672	1848975.755	1893253.186	1094907.805	968137.213	1006759.279	2178557.014	2005989.747	2374384.466
sp|Q12068|GRE2_YEAST	39	3436940.011	3430439.683	4057511.99	10848731.53	11088729.61	11095272.59	8102869.157	6788158.269	6532224.275
sp|Q12069|PUS9_YEAST	6	471449.9424	467645.6045	453309.791	300205.2773	266259.6958	310132.8154	378657.2783	362689.7842	404980.479
sp|Q12071|VPS54_YEAST	35	3035483.376	2890068.93	3166776.039	3225212.308	2984241.067	3145324.288	3023363.332	2701666.173	2832179.28
sp|Q12072|IOC2_YEAST	35	3468257.42	3324067.015	3628656.495	4985036.502	4616392.204	4978885.07	3471498.737	3103056.281	3087088.003
sp|Q12074|SPEE_YEAST	60	5968999.984	5414982.757	6109453.201	9742788.542	10553719.58	10096296.22	4712204.92	4004793.118	4113310.995
sp|Q12078|SMF3_YEAST	27	11065044.64	8241303.232	10432812.44	5226043.498	4039098.962	4660536.985	4230184.194	3891117.947	4147465.67
sp|Q12080|NOP53_YEAST	31	7159330.701	7550446.306	8838423.613	8426657.792	8854875.219	8009070.075	8459030.333	7227021.225	8041730.491
sp|Q12082|YD157_YEAST	9	1371442.402	1154900.857	1295096.184	479595.834	430495.3398	426635.5283	1424172.09	1218876.555	1506789.609
sp|Q12084|DAS2_YEAST	12	1007138.253	980729.6751	1085504.037	1799842.171	1779129.03	1719768.874	1363349.642	1172961.334	1296587.616
sp|Q12089|AEP3_YEAST	14	940231.4258	859480.4875	978526.5952	723658.9614	660749.3167	698968.3262	1077797	928887.5427	1110635.968
sp|Q12091|DAP1_YEAST	19	879296.7727	910350.9692	1033168.572	1042841.617	1089630.044	1084542.224	1799028.134	1553445.498	1595128.956
sp|Q12092|ATG29_YEAST	5	760052.337	673229.1234	727677.4493	406107.6746	405573.74	394471.9241	744208.9748	626444.7123	743479.9464
sp|Q12093|MTU1_YEAST	5	151978.9995	155621.2273	156784.7712	154664.0933	140095.9463	143010.3066	201266.4414	188900.9595	198831.1704
sp|Q12094|TSR3_YEAST	10	1509307.434	1348146.511	1664709.644	1419988.771	1500684.036	1331991.385	1346214.78	1081455.645	1173418.638
sp|Q12096|GNT1_YEAST	34	3134804.68	2852594.344	3025590.434	2300639.891	1930275.065	2126327.71	1877761.053	1685613.137	1814638.352
sp|Q12099|FAL1_YEAST	10	391212.2698	372034.0372	390825.823	487324.452	495842.1108	480811.6027	391545.4533	331578.0647	370489.8181
sp|Q12100|RTK1_YEAST	39	4720690.024	4272768.581	5010836.68	4519509.401	4084706.708	4414724.001	5525837.646	4510491.835	5064322.119
sp|Q12102|CFT2_YEAST	47	4485006.823	4116038.806	4454799.26	4591778.513	4473686.099	4473728.541	5169641.264	4429161.372	5002206.204
sp|Q12104|SWT1_YEAST	7	542582.0215	420351.4155	518084.833	345741.5244	306497.9512	326859.6162	496924.793	384512.9443	486179.2661
sp|Q12106|MCP1_YEAST	8	719351.9971	585425.458	691178.0967	341944.9609	280421.6743	305925.3652	1267415.689	1061933.783	1305644.18
sp|Q12107|APC9_YEAST	4	21825.90833	33220.85779	37612.73718	35361.89478	42471.44556	33834.46655	27774.75513	33420.28766	25351.45325
sp|Q12108|RTC5_YEAST	27	1646466.097	1566537.991	1832263.47	2186953.362	2115149.528	1984180.927	2875534.893	2397472.233	2545906.925
sp|Q12109|SYWC_YEAST	54	9876344.332	9096211.874	11227331.27	14391671.93	15358694.6	15109749.74	6458289.1	5440553.586	5902648.81
sp|Q12114|CHS5_YEAST	64	12460970.6	10564692.4	12561672.11	7969467.777	9116605.226	8285516.475	10869089.24	8894094.982	10033384.32
sp|Q12116|TMS1_YEAST	13	1065562.398	834739.2236	983826.1298	629877.8904	607239.1793	613910.7031	1024016.108	930932.7458	1109308.794
sp|Q12117|MRH1_YEAST	36	18403258.15	12640705.52	14231790.97	10091374.12	6919755.393	9317302.505	9917173.329	9123792.271	11645397.96
sp|Q12118|SGT2_YEAST	86	9492031.253	9377705.032	11477755.54	13014963.77	14114375.46	13440240.16	13453411.44	10973132.7	11231042.09
sp|Q12122|HOSM_YEAST	14	2468680.958	2407047.021	2593622.044	3331600.822	3360761.036	3379256.219	2385724.891	2151187.791	2339052.808
sp|Q12123|DCS2_YEAST	65	7532415.178	7484782.78	8725590.6	9685506.721	9636842.205	9074712.491	24284137.23	21509234.04	20415185.79
sp|Q12124|MED2_YEAST	11	396979.5693	370270.1322	410827.0817	365203.1014	389278.1057	385471.196	447607.8445	375812.563	399988.9193
sp|Q12125|GET4_YEAST	52	6035269.096	4887640.65	5744295.095	4612475.783	4077696.646	4196627.259	4813156.011	4195585.655	4804022.608
sp|Q12132|USV1_YEAST	4	187665.7163	202472.9741	220344.5361	115582.3593	106251.9596	106012.9711	224187.4751	194712.2383	229201.3772
sp|Q12133|SPC3_YEAST	17	1922460.814	1748445.272	2125135.821	1738309.235	1684533.024	1713426.589	2955596.988	2378822.689	2709716.982
sp|Q12134|HUA2_YEAST	13	1333781.16	1247342.684	1312794.733	934265.0792	845734.211	875674.433	1405985.619	1171660.764	1399892.122
sp|Q12136|SAS10_YEAST	48	4104114.02	3865161.502	4511878.601	4961090.933	5040383.063	4958696.479	5019052.566	4191749.361	4277968.8
sp|Q12139|YP022_YEAST	19	972672.8456	827082.9314	876037.7754	941434.6624	760945.4253	891443.198	1004885.952	906433.769	1052693.6
