Accession	PSMs_Used_CarbonSources	TotInt_126C_CarbonSources	TotInt_127N_CarbonSources	TotInt_127C_CarbonSources	TotInt_128N_CarbonSources	TotInt_128C_CarbonSources	TotInt_129N_CarbonSources	TotInt_129C_CarbonSources	TotInt_130N_CarbonSources	TotInt_130C_CarbonSources
sp|Q06671|ATG23_YEAST	19	2674551.748	2554710.078	2804826.419	1786387.493	1576290.555	1657383.756	4283900.835	3557176.015	4360453.991
sp|Q06672|TSR2_YEAST	11	1323636.173	1149080.502	1306377.757	864342.605	797480.7529	759989.7842	969560.1685	799700.3037	886899.5283
sp|Q06673|ECM30_YEAST	29	1212994.473	1095028.969	1203383.063	861147.0011	746708.2609	795788.1455	1081031.999	978560.3238	1066899.008
sp|Q06675|CENPO_YEAST	3	67946.81836	76282.52051	96318.75879	230691.1074	250936.5762	266960.3281	110511.9541	98278.59082	79618.71289
sp|Q06676|YFT2_YEAST	3	120376.627	101942.7778	115314.9053	55572.9978	44419.70166	48692.79163	82511.0415	76833.71924	89145.58887
sp|Q06677|SWA2_YEAST	47	2471346.67	2278635.864	2827956.09	2588338.668	2698419.124	2612357.725	3319434.789	2825317.243	3073702.253
sp|Q06678|RM35_YEAST	24	1631276.242	1572231.375	1640996.173	1775305.165	1754953.584	1736291.195	2018541.705	1661144.424	1916735.283
sp|Q06679|UTP4_YEAST	33	3512537.698	3341940.962	3918923.914	7753776.274	7994051.329	8233084.222	4353165.888	3612977.051	3730745.792
sp|Q06680|CND3_YEAST	31	3237081.095	2929669.406	3283319.365	2559451.885	2508829.259	2459670.449	3010332.604	2597072.19	2917006.491
sp|Q06681|YSP2_YEAST	34	3264607.927	3012718.995	3350971.077	2277590.552	2030732.382	2162709.041	2334628.549	2077131.841	2336148.879
sp|Q06682|UBX5_YEAST	20	3012689.815	3258477.114	3605896.68	3486352.917	3106761.462	3025818.611	4786908.31	3959232.754	4246451.264
sp|Q06683|IRC3_YEAST	5	246540.9707	242459.3413	267826.9849	243370.8359	232929.4111	234480.6582	329128.5459	291712.3652	303902.6016
sp|Q06685|VIP1_YEAST	90	16904561.81	15778032	18681626.91	13524225.88	13420886.47	12964078.52	11962950.14	10402285.48	12187168.99
sp|Q06688|SRR1L_YEAST	9	4455716.512	3675003.502	4684204.307	2570554.527	2452767.48	2349481.387	3193259.043	2505038.646	3047771.854
sp|Q06689|YL413_YEAST	9	1633067.674	1112075.181	1257386.103	822014.6099	725328.1299	815393.1828	445086.8258	400948.1188	454315.3929
sp|Q06696|VPS36_YEAST	13	2845865.473	2477191.775	2706256.652	1930533.464	1935275.551	1862727.717	2696703.181	2420402.844	2628520.557
sp|Q06697|CDC73_YEAST	31	5414764.804	4683546.319	5346261.527	5503463.366	5579687.788	5479647.548	5051633.931	4175890.125	4671119.845
sp|Q06698|YL419_YEAST	67	7504637.068	6932800.466	7855340.857	6285689.525	5852715.272	5844635.19	8376502.555	7080317.787	8403509.78
sp|Q06702|CDA1_YEAST	2	387941.4297	324728.2383	398253.4766	215442.7148	193625.7305	185582.9141	464390.7422	375336.2656	438472.1875
sp|Q06704|IMH1_YEAST	66	7396083.185	7262909.527	8254805.2	10751405.19	11831582.37	10927953.46	9399093.625	7600405.208	8299152.042
sp|Q06705|CSR1_YEAST	25	3807476.125	3582993.382	4245770.997	3953084.686	3764937.693	3971333.295	2750153.246	2347269.687	2518811.501
sp|Q06706|ELP1_YEAST	68	7637281.907	6776485.959	7691100.263	10119767.17	10051196.69	10412535.5	6048656.702	5012552.885	5544596.961
sp|Q06708|VAC14_YEAST	71	6361572.973	5792769.274	6492213.292	5874891.841	5433064.083	5430738.999	7856985.773	6834288.775	7714680.783
sp|Q06709|REH1_YEAST	25	4953000.669	4768787.079	5100539.09	4432427.781	4073647.376	4415135.019	4422767.29	3912644.776	4142544.563
sp|Q06810|OPY2_YEAST	8	140977.2463	154690.7234	165805.8374	118601.2279	120163.4054	118245.6926	290917.5537	246662.7122	270091.3247
sp|Q06813|YP078_YEAST	2	199862.5	194750.1055	265948.6641	332037.168	292606.2466	324043.7578	358850.9102	358025.916	413555.4785
sp|Q06815|MRL1_YEAST	9	428738.7129	376924.541	423634.5937	270941.2876	232066.8784	239108.0654	412425.7354	371055.4502	401738.0078
sp|Q06817|SYG2_YEAST	39	4239290.677	4045510.891	4504988.997	3557700.788	3165340.793	3318023.21	4121693.077	3594476.12	4030915.302
sp|Q06819|DIB1_YEAST	7	2285775.039	2215785.652	2548058.016	1881403.16	1674573.848	1697314.313	1663321.227	1440633.303	1545126.793
sp|Q06820|MDM36_YEAST	10	434583.1084	370443.917	397665.0527	549239.9941	464413.8545	561567.1641	780070.8965	686669.8574	752428.1133
sp|Q06821|YP084_YEAST	2	57402.6604	60149.93579	61747.28168	56706.39429	53517.91675	55807.15442	41713.28101	34192.04981	39356.49927
sp|Q06822|ASA1_YEAST	8	286109.8574	276845.1914	289958.6357	345781.5015	360039.2505	351069.3511	357684.1602	308715.1338	325279.9619
sp|Q06833|YP091_YEAST	83	15032733.04	12733182.06	15092907	12979432.49	11979953.32	12230519.52	15694543.31	13480969.19	15449683.37
sp|Q06835|RDS3_YEAST	8	541414.6279	596639.9766	787686.2383	504116.3398	1910584.371	610560.9395	610888.9297	466576.6504	597306.4136
sp|Q06836|SYT1_YEAST	19	780043.5645	755342.0566	836561.0771	702413.2583	830840.1812	681013.1523	1131719.099	918979.5117	1072564.767
sp|Q06839|YP097_YEAST	51	5642047.304	5456875.641	6373683.719	6003888.568	5544335.609	5761546.209	7688504.443	6542666.578	7245344.577
sp|Q06891|RAF_YEAST	11	1046388.476	863989.002	877374.4238	1136362.012	882312.8086	1059357.453	859343.8516	768526.5928	842199.1074
sp|Q06892|POS5_YEAST	10	2497213.443	2494448.33	2323255.417	1612271.944	1620601.915	1602443.348	3480943.064	3146892.861	3764525.068
sp|Q06991|PUN1_YEAST	7	367591.2358	323872.2021	355757.7695	141832.4912	135278.2681	121533.0043	551340.1826	503373.1899	614333.207
sp|Q07084|SSK1_YEAST	9	306282.7224	325110.3628	371854.7817	358766.3625	362297.6116	333519.4243	405434.9341	333209.8582	366218.3538
sp|Q07349|MRX9_YEAST	26	6216510.627	4993230.875	5661013.752	3268844.658	2774188	3001682.111	9059960.09	7748121.873	8792183.564
sp|Q07350|PRP11_YEAST	12	424253.7578	446769.8701	482416.4739	842017.5825	828065.0059	836035.2671	573089.7056	489866.5137	495662.2017
sp|Q07362|PBP4_YEAST	8	1053205.482	1084297.774	1304753.633	1936767.699	2068353.984	2131748.176	1261243.248	1099552.851	1073129.553
sp|Q07376|MCH1_YEAST	3	46383.34326	56158.51514	57746.85181	34172.88403	49422.03125	30877.81824	24067.44153	19312.31921	16718.27014
sp|Q07379|YD057_YEAST	12	404968.7402	387254.9794	410456.2443	452025.4537	404820.7905	455886.7686	514122.9227	446278.6104	483799.8986
sp|Q07381|TSR1_YEAST	48	6876828.55	5513154.677	6364639.75	5493402.191	5224228.854	5367754.506	6598803.399	5593255.982	6659798.501
sp|Q07395|SYO1_YEAST	19	575240.7217	504219.1341	555655.6808	840728.3798	759832.6535	816367.657	528069.6105	492559.2968	516996.2242
sp|Q07418|PEX19_YEAST	36	5241003.464	5439296.082	6675033.539	5202742.119	5716403.598	5316161.417	6259989.052	5147537.154	5433220.635
sp|Q07442|BDF2_YEAST	5	191916.9073	186957.2482	203841.3838	183668.7535	186481.9907	178419.3101	287569.7756	243727.4014	296903.5298
sp|Q07451|YET3_YEAST	36	11517632.53	10320961.07	11642462.94	8310003.268	8433212.008	9196046.94	18993988.82	16874965.78	19136547.01
sp|Q07454|YD073_YEAST	19	852676.5806	805284.3215	869016.1555	602289.6101	555052.5364	533810.9663	659866.4705	573796.0527	657664.4778
sp|Q07457|BRE1_YEAST	41	6168174.455	5775057.567	6651468.885	6598121.528	6983785.982	6419070.336	6314452.86	5259669.605	5973660.238
sp|Q07458|RXT3_YEAST	5	138443.937	134968.6113	155354.4487	212492.96	235902.8486	221763.0347	149864.4697	124515.2539	122796.1809
sp|Q07468|VAM6_YEAST	43	3489089.529	3031997.954	3504430.652	3441734.467	3038416.128	3107734.363	3290795.944	2878394.674	3286436.765
sp|Q07471|THI3_YEAST	16	672176.0625	581352.4587	615069.7217	874277.687	798022.1934	878918.8149	670703.9343	535324.124	636585.9116
sp|Q07478|SUB2_YEAST	82	12161080.02	11682012.47	13303666.14	19180818.66	19114320.73	18443387.93	9897997.247	8395212.534	8296924.228
sp|Q07500|NDH2_YEAST	64	4999588.571	4668275.812	4905551.123	2923822.705	3054138.818	3075332.245	24576882.84	20931610.84	23291467.81
sp|Q07505|DLHH_YEAST	61	22939696.49	18458674.93	22192706.39	12924805	11491101.63	11945403.24	30982032.35	24529736.86	32213723.72
sp|Q07508|LUC7_YEAST	19	2061671.288	1952050.875	2207304.3	1903026.619	1753763.139	1740675.881	2080550.863	1784673.891	2038976.967
sp|Q07527|TRM3_YEAST	102	10671235.13	8971717.415	10298626.86	9551776.718	8253766.979	8797235.981	10948978.65	9387785.224	10681890.38
sp|Q07528|ATG20_YEAST	39	3889209.137	3620590.119	4339554.365	2663808.77	2473145.836	2396707.616	4966729.737	4036909.658	4784060.739
sp|Q07532|IWR1_YEAST	10	1090617.236	1143703.968	1205933.354	914004.1736	873534.1418	880114.1665	1256157.251	1147895.002	1226802.219
sp|Q07533|CYK3_YEAST	17	2560294.211	2516817.039	2724938.471	1973257.466	1773101.949	1887825.121	1307623.586	1223179.207	1284511.924
sp|Q07534|S2538_YEAST	22	1623750.334	1498367.05	1613962.329	1264047.656	997888.9174	1220397.687	1958992.681	1748274.847	1993982.871
sp|Q07540|FRDA_YEAST	10	155785.8461	155138.6678	193500.4662	497603.4771	586852.7056	494489.7329	268698.1101	217483.8202	218932.4973
sp|Q07541|YD121_YEAST	13	10365052.25	9287484.893	10733708.23	5266255.555	5073361.673	4865705.663	15298774.23	12781427.12	15318508.18
sp|Q07549|SNA4_YEAST	9	123778.6383	115976.5533	130897.9808	142156.0541	159872.8203	159010.3981	344670.972	300652.2822	331972.5905
sp|Q07551|KAR_YEAST	65	9516017.078	9030665.826	10360677.41	15073051.39	16247207.85	14895428.63	11384890.93	9767319.721	9350207.615
sp|Q07555|YD129_YEAST	3	31785.2367	38311.71973	41049.32544	67626.47705	68294.51807	68868.80298	106370.7334	94606.81934	91245.43604
sp|Q07560|CRD1_YEAST	5	488117.8066	371086.1426	447323.2324	253383.3301	217769.9141	224589.4883	464949.7754	401809.168	464031.0742
sp|Q07589|YD144_YEAST	13	1732988.114	1742462.726	1904698.533	2162148.05	2168430.404	1929396.953	3245268.487	2842240.02	3052234.834
sp|Q07622|ACK1_YEAST	17	1840887.719	1728426.076	1854710.888	1838161.33	1710782.767	1807932.382	1940920.605	1618108.566	1846810.776
sp|Q07623|NOP6_YEAST	17	4001302.289	3420435.859	3525419.088	2508727.598	2544568.768	2506718.65	2814495.495	2468516.577	3073927.986
sp|Q07629|YD218_YEAST	30	534198.5602	498393.3405	592977.1117	331222.643	511215.881	572611.0562	10591443	8340585.568	10623020.71
sp|Q07648|DTD_YEAST	28	19894054.99	15789420.63	18668171.92	9597151.549	8643499.11	8477181.9	11509890.1	9821361.215	11692750
sp|Q07651|FMP45_YEAST	66	1730176.963	1508009.162	1568165.113	896143.8611	829268.8062	888890.0127	5472672.271	4939579.443	5646882.911
sp|Q07653|HBT1_YEAST	177	28620161.8	28133076.24	30044045.12	14172862.11	16819500.11	16841660.39	186718808.6	148506075.9	179935998.2
sp|Q07655|WHI4_YEAST	20	2513315.189	2532052.489	2791687.625	1803579.84	1747224.449	1809783.619	2471885.17	2209076.168	2412828.787
sp|Q07657|SHS1_YEAST	41	6997808.211	7276522.397	8333493.049	8094064.511	8164805.991	7899745.452	6893746.036	5831897.536	5858589.225
sp|Q07684|MFG1_YEAST	2	43770.07129	52798.18164	49484.52148	42037.74756	44100.74658	38230.74902	49663.91602	43696.58301	44959.58008
sp|Q07688|YPD1_YEAST	15	3906204.019	3456668.768	4086064.75	4006065.565	4074313.834	3720372.853	4146217.315	3384500	3780689.5
sp|Q07716|AIM6_YEAST	48	8190021.988	6473220.577	7919779.61	4365690.358	3681277.787	3802180.589	8640732.69	7402993.525	8535651.45
sp|Q07729|GUAD_YEAST	18	1228852.669	1137719.742	1215567.339	877850.1326	990479.54	815544.4592	8050816	995683.5659	1110402.021
sp|Q07794|RT109_YEAST	2	354803.2539	267382.917	337223.752	212421.3418	141064.1152	178591.3398	285038.7588	219824.1621	281214.7764
sp|Q07799|YL007_YEAST	32	3053569.037	2713787.411	2967890.355	2849289.978	2625748.758	2742806.489	2500668.942	2162316.601	2284193.86
sp|Q07800|PSR1_YEAST	9	4021555.193	3263062.82	4055954.511	1375181.455	1258317.198	1291735.515	1730768.267	1569769.912	1797576.663
sp|Q07804|YEH1_YEAST	9	635810.2002	551064.0088	635044.8682	710145.332	608477.3252	719643.9219	268873.4585	241979.96	275029.9634
sp|Q07807|PUF3_YEAST	48	9957522.148	8644280.221	10510150.98	9117702.375	8541273.962	8546293.159	8863486.117	7463395.102	8056069.175
sp|Q07821|ISA1_YEAST	15	903912.4357	931908.5488	1049778.276	3459198.006	3646170	3748472.372	1253387.41	1068477.096	1038543.05
sp|Q07824|TPO1_YEAST	8	325729.2567	314989.5222	329184.9097	413619.9062	407383.6426	463810.9446	290958.4785	259388.8657	284073.0195
sp|Q07825|FRA1_YEAST	39	4539189.035	4138366.774	5014983.256	6334488.136	6801150.743	6506519.286	5125157.604	4252104.295	4677914.434
sp|Q07830|GPI13_YEAST	20	4018002.153	3326527.335	3828133.201	3002332.056	2640616.619	2895138.089	4703892.461	4474602.655	5052165.417
sp|Q07834|YL032_YEAST	42	5529079.189	4714009.693	5437297.167	4432685.196	4314442.009	4220330.693	4469534.512	3839106.604	4233041.843
sp|Q07843|IRC19_YEAST	3	97637.08398	94422.37891	97014.67383	129547.377	118745.75	122165.7207	118585.9434	101384.8066	109899.2227
sp|Q07844|RIX7_YEAST	32	3835176.149	3622134.646	4109494.442	4612359.369	4730069.162	4614516.521	3036018.474	2633696.481	2972828.221
sp|Q07845|GRC3_YEAST	14	1329843.099	1106877.464	1257129.039	826292.0127	760437.6265	778474.0005	1389775.664	1193390.58	1502805.916
sp|Q07872|ENT4_YEAST	16	1917279	1782828.743	2098912.807	1612255.018	1439656.327	1503060.64	2277589.172	1913941.046	2238993.715
sp|Q07878|VPS13_YEAST	212	18182548.72	17955270.65	21121842.95	25059985.64	24614098.26	24818834.76	20121997.87	17085594.35	18102521.61
sp|Q07879|ATG10_YEAST	2	70320.86523	65915.44531	65978.83203	73664.14648	72322.27832	72757.22852	109122.6406	92680.16406	106699.2734
sp|Q07895|YL001_YEAST	11	1127227.706	1023385.702	1109356.68	1071721.563	1094214.185	1194395.371	842901.2603	694211.021	809539.4341
sp|Q07896|NOC3_YEAST	47	3707540.392	3380398.896	3774004.023	3397184.33	3267155.657	3306408.702	4241920.503	3607849.063	4157838.753
sp|Q07897|CMS1_YEAST	13	1893149.711	1638321.542	1955508.109	1154030.037	1078687.179	1012270.055	1675876.571	1383326.254	1620883.579
sp|Q07904|THI73_YEAST	6	510098.3037	468698.6689	511142.9795	898724.2715	832176.6973	993341.5508	284312.3662	254476.8711	258923.1543
sp|Q07913|NSE1_YEAST	7	118082.3376	110091.3568	116516.3744	147379.6133	121801.5532	139035.5195	102128.4976	92448.26343	98299.8916
sp|Q07914|TIM14_YEAST	5	766251.0547	846180.4531	979773.1328	1708180.219	2003001.695	1959937.039	2022192.547	1664194.281	1898227.594
sp|Q07915|RLP24_YEAST	7	548409.22	628544.7307	740190.7671	743601.5684	687310.3608	723209.8691	503553.4617	450454.6829	461240.3706
sp|Q07923|LOT6_YEAST	5	541698.5469	660320.2188	728394.2266	774500.7891	788851.625	752346.1797	713975.5391	631074	645326.1563
sp|Q07930|PML1_YEAST	4	235413.0801	266479.8867	244898.7969	141256.5757	145355.3018	144325.7441	196908.4141	177819.4766	193105.6387
sp|Q07938|MTAP_YEAST	20	4651991.285	4827530.73	5585425.726	3094395.645	2989892.353	2839145.674	3245815.57	2655989.603	3011273.553
sp|Q07949|PSR2_YEAST	6	203250.9209	179302.1316	194220.3914	80362.40527	81532.5835	85598.65625	162413.0903	151907.0762	164038.0708
sp|Q07950|YEH2_YEAST	20	1939231.112	1742992.177	2029811.902	2094352.398	1995783.866	1996943.122	1582682.346	1356172.231	1543448.051
sp|Q07953|SDO1_YEAST	4	286743.918	270286.5234	290318.9531	275487.7168	309528.1563	268325.2441	188125.3457	163980.3994	167999.6025
sp|Q07963|UBR2_YEAST	20	999483.9968	869920.3462	968694.918	652693.6123	610507.8057	597465.894	818405.4214	709091.804	821275.2294
sp|Q07979|RSC58_YEAST	54	3628581.195	3397576.668	3879683.075	4796591.525	4855655.256	4724155.794	4137655.046	3540891.955	3705434.5
sp|Q07980|MLH2_YEAST	8	226364.5732	212772.9423	226074.7534	210803.3203	205460.7661	221141.3345	282179.6162	251831.2734	279718.001
sp|Q07986|YL036_YEAST	3	140728.5718	126507.7827	139691.2856	94341.21533	81380.15283	90853.17944	129685.6958	127716.7842	140796.2524
sp|Q08001|LAM6_YEAST	30	2170251.619	1954515.215	2207735.569	2375141.837	2275519.007	2321330.087	2566941.166	2231464.212	2479632.558
sp|Q08004|BUD20_YEAST	5	106162.7661	130404.7148	140513.4746	332695.9805	327073.6719	327199.7324	281002.0547	247384.2998	233143.5586
sp|Q08023|FMP25_YEAST	34	4278353.575	3410331.596	3974867.248	2223847.814	2118755.158	2096305.521	5628826.518	4590231.901	5640772.317
sp|Q08032|CDC45_YEAST	16	1885156.634	1654415.323	1828872.032	1106738.424	1067170.96	1043540.063	1583810.366	1396819.447	1637809.048
sp|Q08045|LCL2_YEAST	8	4952027.641	4260316.084	5367978.051	2953587.066	2855636.539	2667968.23	5670627.539	5179504.59	5546554.389
sp|Q08058|COQ10_YEAST	8	424869.5149	345233.5481	429201.3389	474206.2263	419916.916	418252.9431	341910.8965	307595.5691	348068.3069
sp|Q08096|RCL1_YEAST	16	1235354.315	1097762.504	1208521.236	2417524.713	2025648.364	2324914.319	1633558.787	1236077.386	1456858.468
sp|Q08109|HRD1_YEAST	6	657621.7646	603431.5703	722258.2051	1228281.27	1381272.922	1280125.119	1448593.168	1165007.135	1253867.291
sp|Q08119|ESC8_YEAST	3	280917.0781	316342.9492	415549.0811	174348.2725	357516.0186	162622.4795	147736.5791	115040.6826	105676.2646
sp|Q08144|TLG2_YEAST	35	5976024.461	5654232.551	6775445.837	4746546.176	4644752.441	4617682.625	7274180.059	6103068.261	7291330.749
sp|Q08157|YOL19_YEAST	15	770881.7636	698776.9547	734023.7315	312279.989	315186.0281	307062.2493	794844.5645	727267.8367	781932.3569
sp|Q08162|RRP44_YEAST	68	5520600.528	4932696.319	5626875.774	7072533.556	6848118.51	6951265.404	5806251.031	4911463.555	5516423.109
sp|Q08176|MIM1_YEAST	4	349951.0508	329632.5508	351827.293	200196.1621	167817.6641	188471.9805	425106.7578	392959.5898	448758.6914
sp|Q08179|MDM38_YEAST	65	22203085.19	21087009.25	23817552.66	21652651.6	23114043.56	22449761.67	31797498.65	26452252.28	29294920.76
sp|Q08182|YAP7_YEAST	19	3608222.907	3683835.218	3897481.369	2402351.827	2190444.821	2109194.17	3251303.736	2789024.305	3312438.019
sp|Q08193|GAS5_YEAST	10	1788876.187	1517258.017	1878224.326	952391.3025	865106.2444	884486.7073	2208485.489	1821717.197	2054993.03
sp|Q08199|SIL1_YEAST	38	4584736.516	4632685.45	4909508.069	5599257.298	5249612.789	5215680.254	7480248.56	6025424.54	7408442.266
sp|Q08202|OPI10_YEAST	15	4765995.645	4110330.301	4803195.753	3400316.351	3538410.201	3284564.635	6259142.149	4912702.384	5859882.835
sp|Q08204|SMC5_YEAST	16	1297904.177	1233839.556	1369778.098	1251979.964	1200661.983	1236756.324	1373443.672	1203321.014	1266892.559
sp|Q08208|NOP12_YEAST	36	12060143.67	10522927.22	12439932.66	6722281.917	6577618.969	6072478.374	7934959.877	6567508.025	7511520.362
sp|Q08213|NGL1_YEAST	15	3874192.773	3389467.516	3796891.113	3057122.047	2709255.805	2884404.535	4237606.156	3798993.961	4113512.195
sp|Q08214|NTH2_YEAST	8	623957.7444	593614.5842	582551.467	360543.6448	307994.1208	320034.6934	778494.3418	647359.3423	750326.6929
sp|Q08215|PEX15_YEAST	14	817004.3433	713070.165	851557.6875	516623.2764	444021.6396	465018.9624	1014718.424	874180.5483	1019433.766
sp|Q08217|PSK2_YEAST	18	2211888.912	1997136.593	2386333.981	1655659.482	1580886.196	1573223.658	1070318.145	958773.2717	1000786.792
sp|Q08219|RRT8_YEAST	5	390050.5898	409688.4531	721579.9219	338228.7617	266048.3193	273371.4922	630937.3613	521336.2324	676665.0332
sp|Q08220|GSHB_YEAST	80	21061582.36	18310505.58	22303881.57	15821313.68	14175186.68	14323463.69	28238652.51	23415181.36	27631819.56
sp|Q08223|AIM39_YEAST	24	4858456.602	4026946.754	4479690.611	2806972.105	2332073.934	2624034.181	5160131.951	4411305.746	5047820.526
sp|Q08224|THI20_YEAST	57	4272735.71	4023882.203	4531783.535	9969800.028	9544795.215	9918915.942	3816291.744	3444383.35	3626051.311
sp|Q08225|DPP3_YEAST	58	6097329.809	5457235.96	6204671.554	7923180.201	7843011.728	7998158.492	4868780.838	4135533.614	4059152.552
sp|Q08226|CRT10_YEAST	13	342040.6637	339083.1652	369226.8005	233122.2797	227572.8768	220612.336	376214.0543	328473.8523	358865.0816
sp|Q08227|INP54_YEAST	17	865132.8625	740417.8403	821150.2612	937000.9082	839351.7172	936388.6354	1616068.833	1387050.923	1596509.924
sp|Q08229|NBA1_YEAST	34	2220278.661	2165631.796	2415142.183	2120921.891	2247013.734	2205665.016	1508106.615	1274957.646	1374002.654
sp|Q08230|SDHF2_YEAST	12	2122979.563	2016093.739	2268777.298	2613215.186	2578868.537	2491122.025	3128613.408	2728387.525	3047792.107
sp|Q08231|THP1_YEAST	18	939454.9021	785096.509	913809.0012	710341.0781	602647.79	627870.5151	939309.8445	809589.3789	954808.4792
sp|Q08232|YO073_YEAST	5	305866.5137	252149.3079	292125.0508	208176.3101	184167.4673	190313.2427	277766.895	253086.7539	284415.1279
sp|Q08234|YO075_YEAST	9	667111.2451	662932.8823	691887.8047	426890.9275	411134.2551	398575.094	549762.9272	468877.8223	565462.354
sp|Q08235|BRX1_YEAST	24	1514119.346	1361087.721	1646812.371	2114634.029	2172245.03	2064719.315	2101156.922	1626295.077	1915855.964
sp|Q08236|AVO1_YEAST	29	1263092.604	1235119.981	1310161.94	1002700.03	911337.9255	982699.1655	1432677.691	1277179.74	1470222.084
sp|Q08237|REXO4_YEAST	6	329983.0479	355567.9626	409975.5757	572372.9883	587662.3916	575748.353	341118.1943	295996.9951	285435.2373
sp|Q08245|ZEO1_YEAST	81	104453669.3	118216501.4	128699183.7	62955727.53	56282550.05	57163221.72	158315642.9	151013035.5	139444047.2
sp|Q08269|ALR1_YEAST	24	871864.2209	786223.1316	843042.1201	881791.9771	811284.5298	891635.7283	1406447.696	1188342.176	1384172.001
sp|Q08271|GAS4_YEAST	2	2393.539002	2668.483582	2051.836182	556.562256	1240.86026	493.625427	20369.53565	20108.1543	23603.86816
sp|Q08273|RBX1_YEAST	7	577644.2529	498288.1535	579783.8437	927984.7434	844497.8589	742791.8273	1325575.634	1164997.287	1429777.941
sp|Q08278|MED7_YEAST	4	237944.6406	235190.3066	264633.3193	392444.4375	380411.1484	413418.5781	234711.4355	213322.832	210528.3535
sp|Q08280|BSC6_YEAST	15	1783672.847	1495078.377	1707078.194	1097119.002	968447.898	1062825.758	1232886.99	1110864.069	1254648.473
sp|Q08281|RTC1_YEAST	31	2629551.002	2434888.122	2796924.309	1839625.162	1793015.053	1752038.877	2853922.33	2329248.884	2821420.873
sp|Q08282|TYW4_YEAST	15	786807.6104	697278.0476	771590.8801	910151.7986	814982.4048	901731.3403	1109516.058	924599.4426	1055320.663
sp|Q08285|RRP40_YEAST	14	1418787.936	1210753.103	1297546.562	1378329.53	1307554.89	1342169.157	1248339.174	1048924.022	1241506.283
sp|Q08287|NOP8_YEAST	30	2052464.963	1850223.394	2104283.505	1959957.019	1882549.519	1838809.493	2080673.786	1728198.13	1937820.578
sp|Q08299|ENB1_YEAST	7	672679.4775	546049.79	572786.3154	432128.3828	365612.9121	442447.019	297710.0996	260197.2905	274073.2661
sp|Q08387|DNLI4_YEAST	5	127800.9805	113951.7705	129653.916	153757.0645	179486.9482	157379.5527	162960.0869	136110.1143	157843.0835
sp|Q08412|CUE5_YEAST	71	8838142.479	8293235.65	9411532.818	7862125.604	7734231.58	7976808.876	13442054.35	11308296.18	12633553.24
sp|Q08417|RSB1_YEAST	6	283843.7656	274474.9883	293055.7422	706482.6523	618321.125	720566.8164	365504.1563	318366.043	361394.3574
sp|Q08421|ETT1_YEAST	29	7700961.79	7158083.061	8107035.314	11560853.77	10552109.66	11583603.6	5941152.442	4867949.092	5156746.358
sp|Q08422|TMC1_YEAST	2	70846.73047	68761.9668	86205.94531	69583.44727	61591.61719	57456.2168	88284.99414	78785.67871	83816.06836
sp|Q08438|VHS3_YEAST	18	734261.929	686785.4773	779658.2637	671454.5981	656622.1482	633398.0906	1063801.674	871368.7893	898994.9189
sp|Q08444|NOB1_YEAST	15	5954214.334	5023785.48	5461669.063	3917196.178	3590925.421	3723487.533	5168071.777	4600182.701	5525946.197
sp|Q08446|SGT1_YEAST	42	3530441.617	3408195.634	3717577.281	4309960.115	4677522.252	4443338.064	3224493.787	2785139.075	2864507.916
sp|Q08448|YO059_YEAST	16	580946.7891	550064.2891	622405.644	1362281.191	1171619.645	1376957.716	374016.2107	342045.0876	348307.5938
sp|Q08465|YNG1_YEAST	3	251856.3633	257296	276122.6641	389895.0859	381921.1406	368629.4063	362935.75	323199.6484	351739.3203
sp|Q08471|MSA1_YEAST	4	130271.0605	134025.9707	156665.3145	155128.2207	147553.9834	160154.4375	230489.3008	210630.5742	207002.8477
sp|Q08484|GYP1_YEAST	29	2657046.598	2338837.162	2708735.427	1987195.915	1735883.644	1885551.667	3134870.074	2723666.863	2897072.506
sp|Q08485|NRT1_YEAST	4	540304.1943	403334.042	481548.832	144446.6074	116145.626	129146.0869	333684.3818	290605.3086	328458.292
sp|Q08491|SKI7_YEAST	26	2999479.129	2864579.02	3238870.757	2786790.557	2500617.95	2591586.262	2367126.521	2027804.884	2190254.473
sp|Q08492|BUD21_YEAST	11	671713.9385	661383.9766	759216.2461	664203.4805	673507.6377	686543.9785	653802.7412	575243.7051	552954.5264
sp|Q08496|DIA2_YEAST	6	287044.6074	255353.9888	267152.0801	158997.2598	140566.1599	148036.48	228175.1382	205037.2725	222595.3276
sp|Q08548|ALE1_YEAST	60	8332108.89	6918888.46	7919478.96	5030488.763	4605119.046	4606687.583	7052807.884	6169940.597	7116091.971
sp|Q08550|MPC54_YEAST	6	629592.5352	591655.0586	689118.0781	279220.3828	266509.5732	236556.1289	267295.6299	218364.2793	246056.8838
sp|Q08553|SYC1_YEAST	6	365700.2158	386376.3052	444571.5044	288705.3965	287861.3301	287079.8027	272555.9287	250104.7969	257271.2324
sp|Q08558|DCI1_YEAST	8	913814.4297	754802.2393	864016.8662	667690.3926	572451.5371	623518.959	984123.8027	801634.418	938091.8418
sp|Q08560|YO186_YEAST	3	266745.3125	214960.6172	230643.5586	27201.85376	23546.31274	13357.3548	83345.22363	73372.36231	88838.53906
sp|Q08562|ULS1_YEAST	12	12332534.54	12638628.66	14202931.97	6966230.457	6592211.017	5768731.249	9012393.147	7666892.067	9167786.833
